	2007-06-02_1 Relative Abundance (%)	2007-07-05_1 Relative Abundance (%)	2007-08-17_1 Relative Abundance (%)	2007-10-19_1 Relative Abundance (%)	2007-11-09_1 Relative Abundance (%)	2007-12-14_1 Relative Abundance (%)	2008-01-15_1 Relative Abundance (%)	2008-02-20_1 Relative Abundance (%)	2008-04-16_1 Relative Abundance (%)	2008-05-21_1 Relative Abundance (%)	2008-06-11_1 Relative Abundance (%)	2008-08-18_1 Relative Abundance (%)	2008-09-19_1 Relative Abundance (%)	2008-10-08_1 Relative Abundance (%)	2008-11-13_1 Relative Abundance (%)	2008-12-15_1 Relative Abundance (%)	2009-01-12_1 Relative Abundance (%)	2009-02-13_1 Relative Abundance (%)	2009-03-25_1 Relative Abundance (%)	2009-04-17_1 Relative Abundance (%)	2009-05-26_1 Relative Abundance (%)	2009-06-09_1 Relative Abundance (%)	2009-07-20_1 Relative Abundance (%)	2009-08-24_1 Relative Abundance (%)	2009-09-10_1 Relative Abundance (%)	2009-10-19_1 Relative Abundance (%)	2009-11-19_1 Relative Abundance (%)	2009-12-15_1 Relative Abundance (%)
VERR_33	0	0	0	0.08008807	0.11534678	0.06889083	0.02077857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010231574	0.05977525	0.028342078	0.023620298
ACTI_27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009730188	0	0	0	0	0	0	0	0	0	0
PATE_32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09174922	0.049300577	0.033811975	0.010813506	0.064743966
PLAN_47	0	0	0	0.035343792	0.029045722	0.009265439	0	0	0	0	0	0	0.012253786	0.014055481	0.00973258	0	0	0	0	0	0	0	0	0	0	0	0	0
BACT_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_243	0.02753218	0.0168429	0.017498778	0	0	0	0	0	0	0.07443525	0.044479597	0.014475772	0	0	0.017718954	0.010435293	0	0.02329632	0.018635346	0.013592211	0.019238083	0.012708908	0.012036331	0.09443169	0.044776358	0.020781055	0	0.03174038
PATE_28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPIR_03	0.0331517	0.029599225	0.06335008	0.021982584	0.012527285	0.015664821	0	0.011990202	0	0.021881357	0.037087996	0.11612316	0	0	0.020169707	0	0	0	0	0	0.007946705	0.009077506	0.036740314	0.06782784	0.06799085	0.26505205	0.07287938	0.05978985
BACT_58	0	0	0	0	0	0	0	0	0	0.013364643	0.018995438	0	0	0	0	0	0	0	0	0	0.007708565	0	0	0.016812542	0.011368741	0.03539456	0	0.011010589
NANO_04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTI_25	0.11104801	0.11421374	0.14246853	0.15174393	0.1684061	0.09879663	0.13210814	0.019332057	0.013177522	0.017570835	0.033786528	0.117475815	0.1442131	0.10229993	0.116465226	0.108613186	0.08724837	0.049091313	0.023913126	0.03440792	0.07021271	0.1328728	0.32343867	0.06761511	0.13828442	0.12267156	0.17934458	0.038269337
BACT_105	0.014658474	0.031498704	0.016372172	0.015604341	0.04567529	0.012433725	0	0	0	0	0	0	0	0	0.01508151	0	0	0	0	0	0	0	0	0.017648688	0.014064124	0.038536895	0.022095077	0.020470304
ACTI_42	0.03678504	0.0257291	0	0	0.04702833	0	0.043447938	0	0	0	0	0.026612103	0.06286739	0.052257977	0.042696573	0.09244289	0.114943355	0.085923396	0.036280666	0.049431343	0.031680353	0.039539568	0.042024545	0.033917177	0.040465876	0.08165832	0.07604878	0.056149486
BACT_114	0.007461242	0	0	0	0	0	0	0.012705821	0	0.029501531	0.041204542	0.009065826	0	0	0	0	0	0	0	0	0.028733779	0.01622069	0	0.014095045	0.019879563	0.049415883	0	0
PROT_31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_114	0.24616715	0.19540282	0.35328254	0.1486482	0.16829455	0.18291798	0.121864304	0.23731495	0.34265658	0.44295183	0.60434395	0.5219254	0.4143589	0.37402418	0.3109531	0.26848203	0.26155803	0.30863035	0.3869788	0.2725587	0.39614528	0.40755937	0.47187874	0.41393867	0.341456	0.3795772	0.44308484	0.36080176
CHLO_58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BDEL_03	0.016630867	0.018873248	0.010370558	0	0.027784634	0	0	0	0	0	0	0.012636044	0	0	0.007878741	0	0	0	0	0	0.0199785	0.010526916	0.02071088	0.043321364	0.023701869	0.01266505	0	0.008892253
PATE_33	0	0	0	0	0	0	0	0	0	0	0	0.023358868	0	0	0	0	0	0	0	0	0.021803748	0.011331272	0.027108537	0.111681156	0.104654446	0.016841471	0	0
CHLO_34	0.25863338	0.3204092	0.29507062	0.49581566	0.45067993	0.40126938	0.3233027	0.071389526	0.1828184	0.14798166	0.211711	0.17397867	0.400279	0.43358788	0.5358873	0.3967508	0.35585123	0.22425193	0.15182127	0.053907182	0.11535265	0.18055959	0.35820335	0.16577777	0.16587147	0.2378241	0.3236385	0.17948367
CHLO_81	0	0.038328446	0.04922475	0	0	0	0	0	0	0.029664963	0.026579395	0.02754856	0	0	0.024317378	0	0	0	0	0	0	0	0.029847244	0.03878347	0.0372726	0	0	0
PROT_63	0.2925779	0.28991938	0.2865186	0.6514255	0.6744859	0.5910305	0.5663239	0.35384935	0.25204	0.25080848	0.21658368	0.2505486	0.29638782	0.23784369	0.23283754	0.1790928	0.19690016	0.18515986	0.20491119	0.16722423	0.26348427	0.26144338	0.24161027	0.16290593	0.16742386	0.23716508	0.18333122	0.25248277
PROT_130	0.023671145	0.019637989	0.021207768	0	0	0.020206738	0	0.026716476	0.022124473	0.04278012	0.033459906	0.026332002	0	0	0.027782045	0.022120798	0.019639747	0.031304475	0.027933493	0.023711655	0.027335873	0.024135355	0	0.02681817	0.018147802	0.022984233	0.021335548	0.030982587
PROT_168	0	0.015799956	0.015858209	0	0	0	0	0.040181704	0	0.0583951	0.031156931	0.025294196	0	0	0	0	0.0240786	0.034857243	0.025707847	0.047332093	0.026202442	0.02200784	0	0.056357864	0.025327574	0.02895685	0.014081511	0.029062828
PROT_85	0.3594954	0.29183748	0.25717226	0.694188	0.61581016	0.45551968	0.28624988	0.23328245	0.20092648	0.13570562	0.12623478	0.12662376	0.25802326	0.23219095	0.18406425	0.12223686	0.11608939	0.09786619	0.0864109	0.095982544	0.16934168	0.24605079	0.16891916	0.09551265	0.076942526	0.13888548	0.096515775	0.13373789
PROT_166	0.014841557	0.089191705	0.069671765	0	0	0	0	0.13072242	0	0.26716423	0.10506128	0.031425107	0	0	0	0	0.01691061	0.019006062	0.01743718	0.019138861	0.019113747	0.01777985	0	0.055219185	0.02465972	0.027511636	0.010522636	0.019666249
PATE_50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLAN_89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PATE_71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BACT_33	0	0	0	0	0	0.010378733	0	0.010453749	0.015917247	0.017042771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_115	0.9657916	0.63752383	0.43702087	0.88980347	1.3680662	1.5387406	1.4132088	1.1306633	0.75549144	0.74481636	0.76062304	0.3566656	0.4971531	0.28880283	0.24912384	0.2364679	0.32056466	0.22597258	0.4181369	0.54270405	0.67186946	0.79534155	0.38218904	0.119420305	0.08771278	0.15920123	0.17591937	0.2954684
PROT_59	0.26720577	0.16495326	0.24104884	0.5393845	0.45522922	0.5144236	0.3582803	0.14251132	0.04452568	0.04172698	0.05038686	0.27415058	0.36842254	0.21857977	0.15503894	0.047298446	0.030806249	0.027017416	0.05225608	0.03237107	0.14048332	0.34277046	0.3214237	0.095877595	0.05399435	0.40136597	0.23506598	0.13695002
BACT_117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011030865	0	0	0
PATE_27	0	0	0	0	0	0	0	0	0	0.029202709	0.014650648	0.06454706	0	0	0	0	0	0.007686918	0.018016536	0	0.098321505	0.035298735	0.023106651	0.010462635	0.010333642	0.03166835	0.024367737	0.016604356
ACTI_68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_133	0.055281386	0.021963788	0.01984192	0.01776277	0.0407332	0.030428523	0.017337885	0.022438802	0.05257796	0.14669545	0.08479819	0.06998035	0.025022458	0.026180638	0.14157061	0.09810857	0.06217374	0.0817632	0.081420854	0.07306163	0.08140724	0.060849678	0.04145874	0.077073015	0.042968877	0.054518193	0.050130896	0.07185397
PATE_65	0	0	0	0	0	0	0	0	0	0	0	0.09575143	0.035768226	0.01625442	0	0	0	0	0	0	0	0	0	0	0	0.044960167	0.15706722	0
MYXO_03	0.12278218	0.07679583	0.0482208	0.026641553	0.09898541	0.03018615	0.018703876	0.02246372	0	0.013283384	0.052519564	0.04357651	0.01865245	0.029134262	0.072775364	0.027936688	0.019049402	0.031103985	0.07963274	0.116130956	0.106526166	0.12295843	0.05794691	0.04656706	0.029112155	0.059045587	0.054469127	0.043561596
VERR_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007815999	0	0	0	0	0	0	0	0	0
UBP1_02	0.06332632	0.02497885	0	0	0	0	0	0.009485574	0	0.12219225	0.1076383	0.058462884	0	0	0.023977775	0.06012832	0.037924636	0.08260606	0.07582962	0.052965384	0.21234381	0.06852436	0.038620044	0.050695043	0.065987915	0.037876382	0.017927388	0.07421578
SPIR_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KSB1_01	0.037684664	0.26067	0.047708552	0	0.009127881	0	0	0	0	0.007315228	0	0.020014983	0	0	0.010586148	0	0	0	0	0	0	0	0	0.023279224	0.015477297	0.018452112	0	0
VERR_14	0	0	0	0	0.010827992	0	0	0	0	0.006695882	0.015416706	0.09361952	0	0	0.00713332	0	0	0.026382918	0.01694033	0	0.009826084	0	0	0	0.03347558	0	0.023753019	0.010040334
CHLO_06	0.48469222	0.5909337	0.37710613	0.3092997	0.56673706	0.5361608	0.43990612	0.13222715	0.039320238	0.030073429	0.05108509	0.28784132	0.36494303	0.1850243	0.4729407	0.46420172	0.42838767	0.38650754	0.12674841	0.08912228	0.20863599	0.3097916	0.5308706	0.20176129	0.21215864	0.2151587	0.4451762	0.35851425
UBP1_01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYXO_28	0.03433035	0.032008875	0.022747807	0.014117773	0.017604725	0.017149685	0	0.028314319	0	0.08006475	0.09861009	0.11337799	0	0	0.03966003	0.019931983	0.010025193	0.03338265	0.066079825	0.05700604	0.059203602	0.07024597	0.03667424	0.10303961	0.054486897	0.040932104	0.051771995	0.04440358
PATE_34	0	0	0	0	0	0	0	0	0	0	0	0.013338924	0	0	0	0	0	0	0	0	0.019233346	0.018723585	0	0	0	0.12691621	0.039415464	0.035670172
PLAN_86	0.01773183	0	0	0	0.010765431	0	0	0	0	0	0	0.010418541	0	0	0.007074338	0	0	0.014673953	0.012327318	0	0.008187646	0	0	0	0	0	0	0
CHLO_18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHLO_59	0	0.053978063	0.03574838	0	0.017648358	0.020266064	0	0.04803456	0	0.051261466	0.01971702	0.049147356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHLO_50	0	0.030277453	0.08224384	0	0	0	0	0.011012675	0	0.19251098	0.062600896	0.034936186	0	0	0	0	0	0	0	0	0	0	0	0	0.011052826	0.03650716	0	0
BACT_66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLAN_81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTI_09	0.30677858	0.438728	0.87251836	0.36774537	0.60529494	0.47148764	0.59572625	0.27121314	0.15686396	0.19741063	0.7025455	0.57411665	0.5800393	1.0986105	1.1192565	0.70864165	0.5346135	0.22956899	0.5735671	0.3681858	0.8363598	0.58240795	0.9584253	0.20740272	0.12342272	0.3313462	1.2098973	0.52545065
DELO_01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_48	0.08223197	0.15976511	0.30558097	0.82256156	0.6602677	0.16370569	0.037600495	0.015225425	0.019299816	0.014281305	0.014394774	0.030489156	0.12234536	0.26131395	0.076949425	0.033746243	0.017242694	0	0	0	0	0.01869179	0.036437415	0.05566708	0.0416422	0.2919126	0.1005179	0.021815367
PATE_35	0	0	0	0	0	0	0	0.011262081	0	0.029196242	0.007914574	0	0	0	0	0	0	0	0	0	0.011216737	0	0	0	0	0	0	0.025096126
PROT_230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLAN_87	0.010780664	0	0	0	0.011961344	0	0	0	0	0	0	0	0	0	0.008149484	0	0	0	0	0	0	0	0	0	0	0	0	0
PATE_72	0.07357847	0.08258365	0.09987747	0	0	0.011535935	0	0	0	0	0.015754832	0.027038908	0.014600119	0	0	0	0	0	0	0	0	0	0.07884811	0.02701215	0.028655335	0.012449119	0.07140364	0.027321681
BACT_29	0	0	0	0.009513774	0.010766242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011047437	0	0
CALD_02	0	0.014828154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019589724	0.010623445	0.011438212	0	0
PLAN_12	0.06358457	0.023406934	0.013286454	0.009663696	0.03074406	0.009678503	0	0	0	0.009468728	0.027324906	0.106280655	0.027040413	0.014923534	0.053042583	0.013241854	0.010639484	0.016772572	0.012267606	0	0.011809362	0.012199982	0.011656074	0.03242435	0.033901	0.020233031	0.012371665	0.00882205
DEPE_02	0.008389995	0	0	0	0	0	0	0	0	0	0.011884377	0.028371383	0	0	0.013303285	0	0	0	0	0	0.034965876	0.042864278	0.016064266	0.013859535	0.0113994	0	0	0
OMIN_04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHLO_60	0.030433888	0.074952684	0.033080433	0	0.036838017	0.014781985	0	0.03203021	0	0.04503002	0.01998049	0.02330712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPIR_04	0.01950243	0.012034576	0.024399644	0.009939374	0	0	0	0	0	0.0434091	0.023965184	0.0733502	0	0	0	0	0	0.009214829	0.008243787	0	0.07037275	0.039309815	0.01878443	0.07845911	0.072733924	0.029476635	0.015469078	0.02648431
MYXO_14	0.019836862	0.014471352	0	0	0	0	0	0	0	0.03346118	0.022811662	0.024022404	0	0	0	0	0	0	0.009531626	0	0	0	0	0	0	0	0	0
MYXO_31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PATE_74	0	0	0	0	0	0	0	0	0	0	0	0.012778429	0.009925881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BACT_92	0	0	0.012154177	0	0	0	0	0	0	0	0	0.017456573	0.012672966	0.010908769	0.007631692	0	0	0	0	0	0	0	0.008064711	0.010551879	0.013203545	0.04484206	0	0
MYXO_09	0	0	0.012367964	0	0	0	0	0	0	0.018039024	0.018509135	0.011801523	0	0	0	0	0	0	0	0.008606886	0	0	0	0.021258911	0	0	0	0
PATE_36	0	0	0	0	0	0	0	0	0	0.012772283	0.010200915	0.032278087	0	0	0	0	0	0.023376811	0.02716803	0	0.021655811	0	0.022124773	0	0	0.019420339	0	0
PLAN_34	0.025077268	0.01198866	0	0	0	0	0.012896268	0.048255168	0.100728825	0.032883823	0.028185925	0.019153314	0.015188034	0.011532133	0.010081831	0.026644219	0.056049746	0.07356211	0.1323026	0.07742916	0.06184792	0.060276374	0.020726057	0	0	0	0	0.012410427
BDEL_09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016259417	0.023798037	0	0	0
PLAN_19	0.029049626	0.034552246	0.015550246	0.106096745	0.098616295	0	0	0	0	0	0	0	0.018960383	0.02977192	0.026314754	0.032262553	0.011923601	0	0	0	0	0.018352589	0.02379167	0.02044394	0.023913309	0.08180627	0.056806877	0.021190805
PLAN_35	0	0	0	0	0	0	0	0	0	0.013493003	0	0	0	0	0.008599368	0	0.007592052	0	0	0	0	0	0	0	0	0	0	0
MYXO_15	0.049071457	0.116972625	0.03800627	0	0.013364202	0	0	0	0	0.019573519	0.018742573	0.060074754	0	0	0.074522205	0.006517237	0	0	0.014876377	0.007910334	0.058941342	0.093994856	0.109865	0.18031853	0.16167314	0.039932534	0.031674664	0.025558954
PLAN_74	0.011164362	0	0	0	0	0.028187638	0.013423908	0.023325501	0.01680191	0.028970227	0.017918602	0	0	0	0	0	0	0.013166412	0.0366559	0.014369005	0.015987607	0	0	0	0	0	0	0
PLAN_66	0.010581748	0	0	0	0	0.021923969	0.08364411	0.031083887	0.009055465	0	0	0	0	0	0	0	0.010472756	0.01480095	0.021977592	0.010518568	0.008215359	0.00887445	0	0	0	0	0	0.013166173
PLAN_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYXO_10	0.010887882	0.12966596	0.03525523	0	0	0	0	0.027927507	0	0.07067469	0.050280843	0.091715954	0	0	0.025724508	0	0	0	0	0	0	0.008238439	0.043813605	0.32050484	0.26604238	0.041965496	0.011857654	0.028408779
BACT_80	0.3445416	0.51211864	0.26736447	0.07508843	0.17160124	0.07466242	0.012233784	0.24181828	0.007556073	0.086880036	0.19440249	0.53868055	0.10672013	0.08620451	0.15616782	0.061830763	0.041798312	0.07670246	0.10698468	0.10215436	0.24294676	0.1771203	0.23871143	0.41133267	0.37040856	0.7634694	0.23444636	0.41755557
PROT_71	0.49771515	0.48190755	0.58883625	0.9999653	0.9143081	0.94299555	0.68985724	0.39559177	0.87923956	0.52026993	0.46837506	0.42503718	0.855374	0.6735795	0.42975777	0.35684004	0.40592772	0.319258	0.2282304	0.15394244	0.56060064	0.59382343	0.52292806	0.3608055	0.38248354	0.59405446	0.39769745	0.49185428
PROT_53	0.21539831	0.21918175	0.16122466	0.38271937	0.29335728	0.31288975	0.21450983	0.114842184	0.13082409	0.0958997	0.11230923	0.18075089	0.16022557	0.12315706	0.1537633	0.09813237	0.078723006	0.06293951	0.084965035	0.0798529	0.13299683	0.17774524	0.16059916	0.098249346	0.10679785	0.1512845	0.14753148	0.09030613
BACT_106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PATE_19	0	0.01669919	0.018145971	0	0	0	0	0.010471084	0	0.017520845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009647816	0	0
PROT_169	0	0	0	0	0	0	0	0	0	0.011063783	0	0.014058222	0	0	0.014678123	0	0	0	0	0	0	0	0	0	0	0.014751072	0	0
MYXO_02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTI_19	0.092151634	0.36833385	0.14235938	0.37857383	0.14827687	0.06999395	0.09026546	0.020056952	0.085849896	0.15525807	0.3400621	0.24293965	0.29977265	0.2620793	0.44352978	0.20274444	0.20914735	0.15219608	0.13671608	0.14676265	0.119395636	0.15525283	0.11017751	0.33959407	0.5391585	0.39103147	0.14335231	0.44706967
PROT_151	0	0	0	0	0	0	0	0.012785669	0	0	0	0	0	0	0	0	0	0.012186211	0.014285827	0	0.010279461	0	0	0.017962504	0	0	0	0
EISEN_01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYAN_04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012575162	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTI_29	0.7649895	0.42689794	0.44044653	0.2847398	0.33016136	1.7869235	7.4110384	7.526353	0.8230559	0.7778869	1.002124	0.54530895	0.5933438	2.3859024	2.2282388	10.798827	6.0470357	1.9956676	2.8683264	2.5077667	1.0022752	1.5772306	0.9097681	0.33052716	0.41241714	0.32833633	1.6798048	2.4949894
CREN_03	0	0	0.014978149	0.079513654	0.035835113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBP1_03	0.17177604	0.013305633	0	0	0.030661626	0	0	0	0	0.018062407	0.030923357	0.05463722	0	0	0.027352454	0.011039628	0.010138797	0.026729664	0.06529754	0.041639272	0.057449035	0.02287417	0.030914739	0.033600673	0.02596741	0.029180298	0.014178838	0.03553528
VERR_15	0	0	0	0	0	0	0	0	0	0	0	0.012260542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BACT_68	0.012972022	0.008658677	0	0	0	0	0	0	0	0.028753413	0.010009701	0.011745817	0	0	0	0	0	0	0	0	0	0	0	0.010772582	0.018858856	0.011344285	0	0.010196975
BACT_116	0	0	0	0	0	0	0	0	0	0	0	0.006469155	0	0	0	0	0	0	0	0	0	0	0	0.013978569	0.014052828	0.031780317	0.014658703	0
BDEL_10	0.02604738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011144343	0	0	0	0.013175484	0	0	0
VERR_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLAN_75	0.012075601	0	0	0	0.015022703	0	0	0	0	0	0	0	0	0	0.0098874	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BDEL_05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_152	0	0.012638889	0.010369591	0	0	0	0	0.055134065	0	0.041489933	0.012924267	0	0	0	0	0	0	0.012041999	0.015788326	0	0.011698371	0	0	0.02646772	0.017970437	0	0	0
CHLO_51	0	0.017565468	0.018368453	0.010871453	0.009800734	0.016994294	0	0	0	0.009672301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013912561	0.0187034	0.016241886	0
PROT_86	0.62097025	0.3402485	0.25191787	0.551897	0.48327434	1.0266688	1.4600586	1.0390602	1.5146519	0.47337547	0.5208168	0.6265619	0.69933903	0.84361416	0.45703733	0.6228221	0.96421325	0.39535382	0.92972517	1.3801333	0.6260216	0.8785562	0.40522695	0.21129905	0.111299954	0.4235736	0.43289724	0.4899643
PLAN_82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BACT_127	0	0	0	0	0.010576711	0	0	0	0	0.010222197	0.019000314	0.05134463	0.04717858	0.019400228	0.007549758	0	0	0	0.017808001	0.021067707	0.11629024	0.20363192	0.24735178	0.07513707	0.07261069	0.0910519	0.0522254	0.08505203
ACID_03	0.032172356	0	0	0	0.007913588	0	0	0	0	0.010606264	0.029231666	0.019726649	0	0	0.011362179	0.008051715	0	0.010751582	0.015817255	0.008514144	0.014287119	0.007167718	0	0.028419856	0.025922794	0.009692107	0	0.019160338
PROT_143	0	0	0	0	0	0	0	0	0	0.015910288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHLO_15	0.05890433	0.028505703	0.03986403	0	0.025431989	0	0	0.024730518	0	0.042110894	0.02710407	0.013621585	0	0	0.01018639	0	0	0	0.010574813	0	0.008653545	0	0	0	0	0	0	0
CHLO_82	0.026406748	0.07312821	0.11933037	0.014329329	0.010008898	0.017637124	0	0.02662018	0	0.044985447	0.04745764	0.09996419	0.029994834	0.010476724	0.06632086	0.017070986	0.011667147	0.01306235	0.025545452	0.01304633	0.031649932	0.048505384	0.07060472	0.060828477	0.059332374	0.061773345	0.04967581	0.03178737
MYXO_16	0.031353373	0.026649507	0.02133032	0	0	0	0	0	0	0.0301344	0.038774863	0.027748575	0	0	0.019164797	0	0	0.012253522	0.01012706	0	0.012622867	0.018921882	0	0.04979	0.031868767	0.024073849	0.012512621	0
BACT_126	0.020747984	0.046479724	0.036968518	0	0	0	0	0.015772108	0	0	0	0.031057602	0	0	0.020786965	0	0	0	0	0	0	0	0	0	0	0	0	0
MYXO_35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_253	0.11229044	0.07478472	0.114025	0.022915024	0.035168692	0.016307386	0	0.034507763	0	0.01582455	0.017695593	0.012718476	0	0	0.012060048	0	0	0	0	0	0.016553568	0.015619382	0.018019553	0.07050764	0.022846691	0	0	0.011087032
BACT_52	0	0	0.013175698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_41	0.2987453	0.30467546	0.33420318	0.6246037	0.62671316	0.5297632	0.51654136	0.17376816	0.25675544	0.39147344	0.3026318	0.20277333	0.2988192	0.4594074	0.5613425	0.60982573	0.6245203	0.17964861	0.3043956	0.37692994	0.3403269	0.55689603	0.33195364	0.42165175	0.381077	0.8493844	0.95130104	0.6161694
BDEL_04	0.03330289	0.01571162	0.01433936	0.030682405	0.013319801	0.011388307	0	0	0	0.016812472	0.016765798	0.026729837	0.012787994	0	0	0	0	0	0	0	0.008435248	0.014094155	0.008255819	0	0.009357095	0.02859546	0	0.015397378
BACT_113	0	0	0	0	0	0	0	0.02156279	0.012298285	0.030201592	0.013522696	0	0	0	0	0	0	0.014454398	0.008258518	0	0.017935313	0	0	0	0	0	0	0
NITRO_08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_213	0	0.046106927	0.028304223	0	0	0	0	0.01643585	0	0.010015172	0	0.023483928	0	0	0.03949602	0	0.00875759	0.022174688	0.015019853	0.008014389	0.011244452	0.007723982	0	0.052305117	0.06319501	0.024046224	0	0.05331708
PROT_32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008281765	0.008549642	0	0	0	0	0	0	0	0	0	0	0	0
PROT_72	0.094028905	0.085940555	0.08852563	0.14866516	0.14182024	0.15134797	0.12684351	0.12176518	0.17079566	0.105997406	0.08185894	0.08483844	0.15948053	0.13390297	0.08865418	0.08400032	0.14375405	0.098247744	0.097710155	0.099273495	0.1604619	0.19094917	0.08595614	0.05729904	0.049137656	0.08730825	0.07074319	0.0958149
PATE_79	0	0.009589153	0.014117231	0.02333297	0.008818437	0	0	0	0	0	0.010202642	0.03335961	0.023966454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
